indic_is,unit,sizen_r2,geo\time	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_IACC,PC_ENT_CUSE,L_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,L_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,L_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,AT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,BE	100 	99 	100 	99 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,BG	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,CY	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,CZ	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,DE	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,DK	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,EA	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,EE	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,EL	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,ES	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,EU15	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,EU27	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,EU28	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,FI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,FR	100 	: c	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,HR	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,HU	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,IE	100 	100 	100 	100 	100 	99 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,IS	: 	: 	100 	100 	100 	: 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,IT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,LT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,LU	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,LV	100 	100 	100 	100 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,MK	100 	99 	100 	100 	100 	99 	99 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,MT	100 	100 	98 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,NL	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,NO	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,PL	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,PT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,RO	100 	100 	99 	100 	99 	100 	99 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,SE	99 	99 	99 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,SI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,SK	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,TR	100 	100 	: 	: 	: 	: 	100 	: 
E_IACC,PC_ENT_CUSE,L_C10_S951_XK,UK	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,MC_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT_CUSE,MC_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: u
E_IACC,PC_ENT_CUSE,MC_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	88 
E_IACC,PC_ENT_CUSE,MC_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	93 
E_IACC,PC_ENT_CUSE,MC_C10_S951_XK,DE	97 	95 	97 	97 	98 	96 	96 	: 
E_IACC,PC_ENT_CUSE,MC_C10_S951_XK,PT	: 	: 	89 	89 	90 	85 	84 	: 
E_IACC,PC_ENT_CUSE,MC_C10_S951_XK,SE	99 	: 	: 	: 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,MC_C10_S951_XK,SK	97 	98 	98 	98 	95 	95 	94 	: 
E_IACC,PC_ENT_CUSE,MI_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,MI_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,MI_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,MI_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	: u
E_IACC,PC_ENT_CUSE,MI_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	83 
E_IACC,PC_ENT_CUSE,MI_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT_CUSE,MI_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,MI_C10_S951_XK,BE	99 	98 	97 	98 	97 	99 	98 	: 
E_IACC,PC_ENT_CUSE,MI_C10_S951_XK,DE	99 	98 	98 	99 	99 	97 	98 	: 
E_IACC,PC_ENT_CUSE,MI_C10_S951_XK,DK	100 	: 	: 	: 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,MI_C10_S951_XK,PT	: 	: 	95 	91 	92 	91 	88 	: 
E_IACC,PC_ENT_CUSE,MI_C10_S951_XK,SE	99 	: 	: 	: 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,MI_C10_S951_XK,SI	: 	: 	: 	99 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,MI_C10_S951_XK,SK	99 	99 	99 	97 	99 	99 	97 	: 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,AT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,BE	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,BG	100 	100 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,CY	100 	100 	100 	100 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,CZ	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,DE	100 	99 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,DK	100 	100 	100 	100 	100 	99 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,EA	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,EE	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,EL	100 	100 	100 	98 	99 	99 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,ES	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,EU15	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,EU27	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,EU28	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,FI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,FR	100 	: c	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,HR	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,HU	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,IE	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,IS	: 	: 	100 	100 	100 	: 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,IT	100 	100 	100 	99 	99 	98 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,LT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,LU	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,LV	99 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,MK	99 	98 	100 	99 	99 	96 	96 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,MT	100 	100 	100 	100 	99 	100 	98 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,NL	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,NO	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,PL	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,PT	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,RO	99 	100 	99 	98 	99 	99 	97 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,SE	99 	100 	99 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,SI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,SK	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,TR	99 	99 	: 	: 	: 	: 	100 	: 
E_IACC,PC_ENT_CUSE,M_C10_S951_XK,UK	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	94 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	93 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	89 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,SM_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,AT	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,BE	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,BG	97 	98 	97 	97 	96 	96 	95 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,CY	99 	99 	99 	97 	98 	97 	95 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,CZ	99 	100 	99 	99 	99 	99 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,DE	99 	99 	99 	100 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,DK	100 	100 	100 	100 	100 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,EA	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,EE	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,EL	99 	99 	99 	97 	98 	99 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,ES	99 	99 	99 	98 	98 	99 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,EU15	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,EU25	: 	: 	: 	: 	: 	: 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,EU27	99 	99 	99 	99 	99 	99 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,EU28	99 	99 	99 	99 	99 	99 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,FI	100 	100 	100 	100 	100 	100 	100 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,FR	100 	99 	100 	100 	100 	98 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,HR	100 	100 	100 	99 	99 	98 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,HU	98 	98 	97 	97 	97 	97 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,IE	100 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,IS	: 	: 	100 	100 	100 	: 	100 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,IT	99 	99 	100 	99 	98 	98 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,LT	100 	100 	100 	100 	100 	100 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,LU	100 	100 	100 	99 	99 	98 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,LV	98 	99 	98 	97 	95 	97 	95 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,MK	98 	98 	98 	97 	95 	93 	90 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,MT	99 	99 	99 	99 	98 	98 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,NL	100 	100 	100 	100 	100 	100 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,NO	100 	99 	99 	99 	99 	99 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,PL	99 	99 	99 	98 	98 	98 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,PT	99 	99 	98 	98 	97 	97 	97 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,RO	97 	100 	97 	98 	97 	94 	96 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,RS	: 	: 	100 	: 	: 	: 	: 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,SE	99 	98 	98 	100 	100 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,SI	100 	100 	100 	100 	100 	99 	99 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,SK	99 	100 	100 	100 	99 	99 	100 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,TR	98 	97 	: 	: 	: 	: 	98 	: 
E_IACC,PC_ENT_CUSE,SM_C10_S951_XK,UK	100 	99 	99 	100 	98 	100 	99 	: 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,AT	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,BE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,BG	: 	: 	: 	: 	: 	: 	: 	92 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,CY	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,CZ	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,DE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,DK	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,EA	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,EE	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,EL	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,ES	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,EU15	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,EU25	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,EU27	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,EU28	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,FI	: 	: 	: 	: 	: 	: 	: 	100 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,FR	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,HR	: 	: 	: 	: 	: 	: 	: 	96 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,HU	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,IE	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,IT	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,LT	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,LU	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,LV	: 	: 	: 	: 	: 	: 	: 	91 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,MT	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,NL	: 	: 	: 	: 	: 	: 	: 	95 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,NO	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,PL	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,PT	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,RO	: 	: 	: 	: 	: 	: 	: 	88 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,SE	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,SI	: 	: 	: 	: 	: 	: 	: 	97 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,SK	: 	: 	: 	: 	: 	: 	: 	99 
E_IACC,PC_ENT_CUSE,S_C10_N82_XK,UK	: 	: 	: 	: 	: 	: 	: 	98 
E_IACC,PC_ENT_CUSE,S_C10_S951_XK,AT	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,S_C10_S951_XK,BE	99 	99 	99 	99 	99 	99 	99 	: 
E_IACC,PC_ENT_CUSE,S_C10_S951_XK,BG	97 	98 	97 	97 	96 	96 	94 	: 
E_IACC,PC_ENT_CUSE,S_C10_S951_XK,CY	99 	99 	99 	96 	98 	97 	95 	: 
E_IACC,PC_ENT_CUSE,S_C10_S951_XK,CZ	99 	100 	99 	99 	99 	99 	98 	: 
